frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
839,28,[137.61895751953125 310.4549560546875 1080.0 1422.86865234375],[299.70977783203125 612.0184326171875 470.9879150390625 864.7293701171875],0.6376259922981262,Invalid plate structure,0.23834835673015053
840,28,[194.79217529296875 381.3851318359375 1080.0 1230.84814453125],[331.5082092285156 644.6217041015625 496.68145751953125 889.7202758789062],0.5833348035812378,Invalid plate structure,0.2859164944794088
841,28,[213.349365234375 407.1537780761719 1080.0 1249.9111328125],[343.0926513671875 666.4071044921875 522.100830078125 931.35888671875],0.5111876130104065,Invalid plate structure,0.23932681253786914
842,28,[230.19845581054688 428.981689453125 1080.0 1276.039794921875],[367.44189453125 699.7252197265625 555.3720092773438 970.8004760742188],0.45273250341415405,Invalid plate structure,0.16454954476334738
843,28,[230.19845581054688 428.981689453125 1080.0 1276.039794921875],[394.41229248046875 730.3182373046875 577.6298828125 999.4454956054688],0.6011548042297363,Invalid plate structure,0.20468083279916982
844,28,[230.19845581054688 428.981689453125 1080.0 1276.039794921875],[424.32391357421875 772.7586669921875 600.5352783203125 1032.7301025390625],0.5818749070167542,Invalid plate structure,0.16509628605572235
845,28,[230.19845581054688 428.981689453125 1080.0 1276.039794921875],[416.5440673828125 775.8777465820312 619.3958129882812 1072.08935546875],0.28115883469581604,Invalid plate structure,0.15019834917782138
846,28,[230.19845581054688 428.981689453125 1080.0 1276.039794921875],[456.2185363769531 825.2828979492188 637.71435546875 1097.078857421875],0.5709570646286011,Invalid plate structure,0.2094566760588492
847,28,[230.19845581054688 428.981689453125 1080.0 1276.039794921875],[458.17364501953125 848.5310668945312 661.2711181640625 1144.83349609375],0.55078125,Invalid plate structure,0.17370228507105878
848,28,[230.19845581054688 428.981689453125 1080.0 1276.039794921875],[471.000244140625 886.7645874023438 686.3590087890625 1186.713623046875],0.6536869406700134,Invalid plate structure,0.2789537787552696
850,28,[230.19845581054688 428.981689453125 1080.0 1276.039794921875],[512.7680053710938 963.666015625 724.317626953125 1261.1036376953125],0.4740101099014282,Invalid plate structure,0.8226294393996483
851,31,[346.86456298828125 659.8494262695312 1080.0 1550.382568359375],[522.7666015625 993.25927734375 756.5003662109375 1316.433837890625],0.33357423543930054,Invalid plate structure,0.16511493489236617
853,31,[375.5159912109375 751.9368896484375 1080.0 1659.939208984375],[567.4814453125 1092.0472412109375 786.00341796875 1422.3896484375],0.5145279765129089,Invalid plate structure,0.6950942538985636
854,31,[392.83343505859375 798.2916870117188 1080.0 1723.64453125],[571.18017578125 1144.2535400390625 835.7666015625 1502.054931640625],0.47421884536743164,Invalid plate structure,0.4279352391105853
855,31,[399.9767761230469 847.7587280273438 1080.0 1833.878173828125],[587.7650756835938 1207.924072265625 842.6277465820312 1552.2890625],0.3998333811759949,Invalid plate structure,0.1635470420534455
